executed,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
0,SL,2022-08-25,93.6,-1.51,5.66,"deGrom, Jacob",545341,594798,field_out,hit_into_play,,,,,12,"Randal Grichuk grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",R,R,R,NYM,COL,X,4,ground_ball,2,2,2022,0.53,0.5,1.4,2.74,,,,2,2,Top,153.18,142.39,,,621512,,,6.367085626903940,-136.28936483427700,-2.978601177844280,5.375860682395030,27.390456828639100,-25.44719776738250,3.09,1.48,121,72.9,9,94.5,2585,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.9,0.254,0.229,0,1,0,0,2,9,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,177,0.01,-0.083
0,SL,2022-08-25,94,-1.38,5.63,"deGrom, Jacob",545341,594798,,ball,,,,,14,"Randal Grichuk grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",R,R,R,NYM,COL,B,,,1,2,2022,0.51,0.35,1.94,0.7,,,,2,2,Top,,,,,621512,,,7.527770510065560,-136.60045038365700,-7.915715651093870,4.959144755880620,26.955701665661200,-26.390728753674500,3.09,1.45,,,,94.9,2668,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.83,,,,,,,,9,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,193,0,0.014
1,SL,2022-08-25,94.2,-1.61,5.69,"deGrom, Jacob",578428,594798,field_out,hit_into_play,,,,,14,Jose Iglesias flies out to second baseman Jeff McNeil.,R,R,R,NYM,COL,X,4,fly_ball,0,2,2022,0.37,0.39,0.54,0.99,,,,1,2,Top,136.83,121.85,,,621512,,,4.757746596323540,-137.10871087632800,-7.429857606795370,3.65846828933686,28.75712123231360,-25.813291037461700,3.05,1.38,197,63.9,32,94.6,2584,6.4,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.12,0.757,0.695,0,1,0,0,4,8,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,189,0.017,-0.1
1,SL,2022-08-25,93.5,-1.55,5.69,"deGrom, Jacob",578428,594798,,foul,,,,,14,Jose Iglesias flies out to second baseman Jeff McNeil.,R,R,R,NYM,COL,S,,,0,1,2022,0.27,0.53,0.83,1.51,,,,1,2,Top,,,,,621512,,,5.588206653986950,-136.08210212442900,-6.298250750619330,2.3169079482270200,26.66288170878610,-24.496556270870300,3.05,1.38,182,67.4,50,94.5,2631,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.89,,,,,,,,8,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,175,0,-0.031
1,SL,2022-08-25,93,-1.5,5.67,"deGrom, Jacob",453568,594798,strikeout,swinging_strike,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,S,2,,0,2,2022,0.4,0.38,1.22,1.46,,,,2,1,Top,,,,,621512,,,6.115548700585740,-135.35556598184200,-5.8964330510086100,3.6731350947174800,28.008305136618200,-26.475704132518900,3.75,1.76,,,,93.5,2689,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.03,,,0,1,0,0,,3,3,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,161,0.01,-0.059
1,SL,2022-08-25,93.2,-1.49,5.63,"deGrom, Jacob",453568,594798,,swinging_strike,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,S,,,0,1,2022,0.45,0.58,1.74,1.08,,,,2,1,Top,,,,,621512,,,7.352817575131700,-135.4818305764900,-7.256059033563750,4.024294100341860,28.56008466800510,-23.621660534426800,3.75,1.76,,,,93.9,2637,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.83,,,,,,,,3,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,197,0,-0.023
1,SL,2022-08-25,94.2,-1.42,5.67,"deGrom, Jacob",663898,594798,strikeout,swinging_strike,,,,,9,Brendan Rodgers strikes out swinging.,R,R,R,NYM,COL,S,2,,2,2,2022,0.39,0.55,0.52,1.92,,,,1,1,Top,,,,,621512,,,4.177600926655460,-137.19157738520600,-5.380395774098460,4.229815247457340,25.612547249682700,-24.296427301654700,3.35,1.59,,,,95.1,2589,6.4,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.06,,,0,1,0,0,,2,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,178,0.015,-0.134
0,SL,2022-08-25,93.6,-1.44,5.65,"deGrom, Jacob",663898,594798,,ball,,,,,14,Brendan Rodgers strikes out swinging.,R,R,R,NYM,COL,B,,,1,2,2022,0.59,0.4,1.5,0.89,,,,1,1,Top,,,,,621512,,,6.304626478498730,-136.14424144509800,-7.5078701039374000,6.122196515201550,27.48712759437160,-25.81689451788930,3.19,1.49,,,,94.2,2668,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.01,,,,,,,,2,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,183,0,0.023
0,SL,2022-08-25,93.3,-1.49,5.63,"deGrom, Jacob",663898,594798,,ball,,,,,14,Brendan Rodgers strikes out swinging.,R,R,R,NYM,COL,B,,,0,2,2022,0.6,0.44,2.26,0.79,,,,1,1,Top,,,,,621512,,,8.340340141860920,-135.5733866023090,-7.709718785670690,5.747068898607020,27.983233917757000,-25.323564876720800,3.33,1.61,,,,93.9,2629,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.88,,,,,,,,2,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,190,0,0.011
1,SL,2022-08-18,93.5,-1.32,5.66,"deGrom, Jacob",687093,594798,single,hit_into_play,,,,,14,"Vaughn Grissom singles on a ground ball to shortstop Francisco Lindor, deflected by third baseman Brett Baty.",R,R,R,ATL,NYM,X,5,ground_ball,3,2,2022,0.32,0.15,0.85,1.32,,,,2,7,Bot,106.42,165,,,543510,,,4.936492543017850,-136.0445669689820,-5.831913166663590,2.931122406828,28.228149938848200,-29.246625733280200,3.49,1.6,6,86.7,-13,94.5,2536,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.77,0.111,0.1,0.9,1,1,0,2,50,8,Slider,2,2,2,2,2,2,2,2,Standard,Standard,166,0.021,0.1
0,SL,2022-08-18,93.3,-1.43,5.69,"deGrom, Jacob",687093,594798,,ball,,,,,14,"Vaughn Grissom singles on a ground ball to shortstop Francisco Lindor, deflected by third baseman Brett Baty.",R,R,R,ATL,NYM,B,,,2,2,2022,0.35,0.29,1.44,1.13,,,,2,7,Bot,,,,,543510,,,6.669911215356280,-135.7721652281240,-6.717488179731310,3.036030831991370,27.5658385377188,-27.397409410287300,3.45,1.62,,,,94.5,2601,6.8,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.66,,,,,,,,50,7,Slider,2,2,2,2,2,2,2,2,Standard,Standard,168,0,0.033
1,SL,2022-08-18,94.4,-1.52,5.63,"deGrom, Jacob",687093,594798,,foul,,,,,14,"Vaughn Grissom singles on a ground ball to shortstop Francisco Lindor, deflected by third baseman Brett Baty.",R,R,R,ATL,NYM,S,,,2,2,2022,0.19,0.42,0.69,1.1,,,,2,7,Bot,,,,,543510,,,5.361170689850370,-137.3517379530810,-7.092618178250170,1.295572645960940,30.032513817873600,-25.50630879368010,3.49,1.6,73,34.9,40,95.4,2505,6.8,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.67,,,,,,,,50,5,Slider,2,2,2,2,2,2,2,2,Standard,Standard,187,0,0
1,SL,2022-08-18,93.8,-1.53,5.65,"deGrom, Jacob",687093,594798,,swinging_strike,,,,,14,"Vaughn Grissom singles on a ground ball to shortstop Francisco Lindor, deflected by third baseman Brett Baty.",R,R,R,ATL,NYM,S,,,2,1,2022,0.28,0.22,1.47,1.72,,,,2,7,Bot,,,,,543510,,,7.218511092225220,-136.46677701366500,-4.953320425779190,1.908848356800530,29.673009420270600,-28.536727677726500,3.49,1.6,,,,94.7,2520,6.8,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.72,,,,,,,,50,4,Slider,2,2,2,2,2,2,2,2,Standard,Standard,161,0,-0.031
1,SL,2022-08-18,92.5,-1.52,5.63,"deGrom, Jacob",687093,594798,,foul,,,,,8,"Vaughn Grissom singles on a ground ball to shortstop Francisco Lindor, deflected by third baseman Brett Baty.",R,R,R,ATL,NYM,S,,,2,0,2022,0.21,0.43,-0.05,1.79,,,,2,7,Bot,,,,,543510,,,3.3307612849455900,-134.7327597669010,-5.03986925187453,1.9340294793881700,26.60863695068750,-26.10145324277510,3.49,1.6,4,83.5,-24,93.7,2466,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.79,,,,,,,,50,3,Slider,2,2,2,2,2,2,2,2,Standard,Standard,190,0,-0.023
0,SL,2022-08-18,94.2,-1.59,5.65,"deGrom, Jacob",687093,594798,,ball,,,,,14,"Vaughn Grissom singles on a ground ball to shortstop Francisco Lindor, deflected by third baseman Brett Baty.",R,R,R,ATL,NYM,B,,,1,0,2022,0.27,0.6,0.91,0.41,,,,2,7,Bot,,,,,543510,,,5.950473283200790,-136.8830876500080,-9.33150887096464,2.1569268524348700,27.91325447269040,-22.865276069396600,3.39,1.57,,,,95.2,2611,6.8,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.74,,,,,,,,50,2,Slider,2,2,2,2,2,2,2,2,Standard,Standard,205,0,0.023
0,SL,2022-08-18,94.2,-1.58,5.59,"deGrom, Jacob",687093,594798,,ball,,,,,14,"Vaughn Grissom singles on a ground ball to shortstop Francisco Lindor, deflected by third baseman Brett Baty.",R,R,R,ATL,NYM,B,,,0,0,2022,0.13,0.53,0.55,0.82,,,,2,7,Bot,,,,,543510,,,5.263045026352830,-136.9281325265360,-7.919957435652530,0.44625890787412800,29.44321038798700,-23.920048493724700,3.56,1.63,,,,94.9,2580,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.83,,,,,,,,50,1,Slider,2,2,2,2,2,2,2,2,Standard,Standard,203,0,0.015
0,SL,2022-08-18,94.4,-1.52,5.59,"deGrom, Jacob",592696,594798,,ball,,,,,14,Eddie Rosario flies out to center fielder Brandon Nimmo.,R,L,R,ATL,NYM,B,,,0,0,2022,0.22,0.61,1.54,0.61,,,,1,7,Bot,,,,,543510,,,7.54274731934704,-137.1590491742520,-8.758917982393860,1.3516938045706700,26.806458725973200,-22.791601710620300,3.42,1.59,,,,95.7,2470,6.9,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.64,,,,,,,,49,1,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard,215,0,0.023
0,SL,2022-08-18,91.9,-1.51,5.71,"deGrom, Jacob",518595,594798,field_out,hit_into_play,,,,,5,"Travis d'Arnaud grounds out, third baseman Brett Baty to first baseman Darin Ruf.",R,R,R,ATL,NYM,X,5,ground_ball,2,2,2022,0.3,0.38,0.25,2.47,,,,0,7,Bot,99.15,169.85,,,543510,,,3.8413476964957900,-133.82583349600900,-3.246970582005570,2.796789704552520,28.46635221034760,-27.065823616959900,3.36,1.52,63,94.6,1,92.7,2483,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.82,0.414,0.397,0,1,0,0,2,48,5,Slider,2,2,2,2,2,2,2,2,Standard,Standard,164,-0.038,-0.195
0,SL,2022-08-18,92.2,-1.47,5.66,"deGrom, Jacob",518595,594798,,foul,,,,,5,"Travis d'Arnaud grounds out, third baseman Brett Baty to first baseman Darin Ruf.",R,R,R,ATL,NYM,S,,,2,1,2022,0.26,0.25,-0.09,2.17,,,,0,7,Bot,,,,,543510,,,2.9683961943660200,-134.35450056484300,-3.6265468499957400,2.5198097670799300,28.71216933121640,-28.629118558554800,3.36,1.52,5,77.3,-23,93.1,2616,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.79,,,,,,,,48,4,Slider,2,2,2,2,2,2,2,2,Standard,Standard,154,0,-0.066
0,SL,2022-08-18,93,-1.43,5.64,"deGrom, Jacob",518595,594798,,ball,,,,,14,"Travis d'Arnaud grounds out, third baseman Brett Baty to first baseman Darin Ruf.",R,R,R,ATL,NYM,B,,,1,1,2022,0.27,0.36,1.44,1.03,,,,0,7,Bot,,,,,543510,,,6.8012775484579000,-135.21392031142400,-6.9388123535325300,1.9790968932116500,27.26881788017940,-26.439625970168600,3.32,1.51,,,,94,2601,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.76,,,,,,,,48,3,Slider,2,2,2,2,2,2,2,2,Standard,Standard,175,0,0.049
1,SL,2022-08-18,92.2,-1.39,5.71,"deGrom, Jacob",518595,594798,,foul_tip,,,,,14,"Travis d'Arnaud grounds out, third baseman Brett Baty to first baseman Darin Ruf.",R,R,R,ATL,NYM,S,,,0,0,2022,0.26,0.27,0.94,1.76,,,,0,7,Bot,,,,,543510,,,5.429461923157840,-134.28389884991500,-4.862384710324070,1.9935705869886400,27.43996257467680,-28.112026985538100,3.36,1.52,,,,93.2,2549,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.78,,,,,,,,48,1,Slider,2,2,2,2,2,2,2,2,Standard,Standard,165,0,-0.034
1,SL,2022-08-18,92.7,-1.38,5.74,"deGrom, Jacob",621566,594798,field_out,hit_into_play,,,,,9,Matt Olson pops out to third baseman Brett Baty.,R,L,R,ATL,NYM,X,5,popup,3,2,2022,0.31,0.31,0.44,2.23,,,,2,6,Bot,115.51,169.85,,,543510,,,4.015663256629200,-135.0741138122370,-3.9652964156887300,3.054333269666300,25.34013939195570,-27.752459475983300,3.43,1.71,85,94.5,73,93.9,2611,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.89,0.014,0.015,0,1,0,0,3,44,6,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard,151,-0.017,-0.116
0,SL,2022-08-18,92.4,-1.56,5.67,"deGrom, Jacob",621566,594798,,ball,,,,,13,Matt Olson pops out to third baseman Brett Baty.,R,L,R,ATL,NYM,B,,,1,2,2022,0.36,0.3,-1.24,2.45,,,,2,6,Bot,,,,,543510,,,0.0328336190042843,-134.77663358798500,-3.1611422407885900,4.4700573757458,24.56953380028720,-28.082722124341900,3.48,1.8,,,,93.8,2549,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.86,,,,,,,,44,4,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard,170,0,0.014
1,SL,2022-08-18,93.4,-1.44,5.66,"deGrom, Jacob",621566,594798,,foul,,,,,9,Matt Olson pops out to third baseman Brett Baty.,R,L,R,ATL,NYM,S,,,0,1,2022,0.23,0.72,0.6,1.81,,,,2,6,Bot,,,,,543510,,,4.790463971730410,-136.03206467834000,-5.897742669469570,2.001801300528960,25.58080547399370,-22.21811784562260,3.43,1.71,16,95.7,-6,94.7,2648,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.79,,,,,,,,44,2,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard,180,0,-0.023
0,SL,2022-08-18,96.1,-1.5,5.58,"deGrom, Jacob",621566,594798,,foul,,,,,14,Matt Olson pops out to third baseman Brett Baty.,R,L,R,ATL,NYM,S,,,0,0,2022,0.15,0.52,0.23,1.34,,,,2,6,Bot,,,,,543510,,,4.270740285429720,-139.77697622636200,-6.871258319646780,1.0321517096269900,30.837415867675800,-24.00767130763550,3.43,1.71,,,,96.9,2645,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.76,,,,,,,,44,1,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard,206,0,-0.017
1,SL,2022-08-18,94.5,-1.52,5.62,"deGrom, Jacob",663586,594798,,swinging_strike,,,,,14,Austin Riley called out on strikes.,R,R,R,ATL,NYM,S,,,0,1,2022,0.09,0.39,0.89,1.45,,,,1,6,Bot,,,,,543510,,,6.108813951297100,-137.53344017532800,-6.105338299633270,-0.12685522512688800,29.365535517998300,-26.048718232342400,3.48,1.61,,,,95.1,2537,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.94,,,,,,,,43,2,Slider,2,2,2,2,2,2,2,2,Standard,Standard,189,0,-0.031
1,SL,2022-08-18,92.9,-1.47,5.72,"deGrom, Jacob",621020,594798,,swinging_strike,,,,,9,Dansby Swanson called out on strikes.,R,R,R,ATL,NYM,S,,,2,1,2022,0.27,0.47,0.58,1.75,,,,0,6,Bot,,,,,543510,,,4.715926226771720,-135.30997299327500,-5.525844394319060,2.351676930916820,26.625894859263400,-25.451043804860900,3.51,1.65,,,,94,2558,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.83,,,,,,,,42,4,Slider,2,2,2,2,2,2,2,2,Standard,Standard,156,0,-0.066
0,SL,2022-08-18,93.7,-1.48,5.72,"deGrom, Jacob",621020,594798,,ball,,,,,14,Dansby Swanson called out on strikes.,R,R,R,ATL,NYM,B,,,1,1,2022,0.2,0.36,0.61,0.59,,,,0,6,Bot,,,,,543510,,,4.979371101281820,-136.22243514243600,-8.358303206230220,1.5152747110773100,28.08909984693110,-26.182894643166700,3.47,1.61,,,,94.5,2577,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.86,,,,,,,,42,3,Slider,2,2,2,2,2,2,2,2,Standard,Standard,175,0,0.049
0,SL,2022-08-18,94.1,-1.46,5.69,"deGrom, Jacob",621020,594798,,ball,,,,,14,Dansby Swanson called out on strikes.,R,R,R,ATL,NYM,B,,,0,1,2022,0.14,0.46,1.6,1.47,,,,0,6,Bot,,,,,543510,,,7.700641804145460,-136.76637303056300,-6.334496926621090,0.12114030496171300,28.789571641812800,-25.16038627140410,3.58,1.62,,,,94.9,2512,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.78,,,,,,,,42,2,Slider,2,2,2,2,2,2,2,2,Standard,Standard,172,0,0.025
0,SL,2022-08-18,94.1,-1.55,5.76,"deGrom, Jacob",621020,594798,,foul,,,,,14,Dansby Swanson called out on strikes.,R,R,R,ATL,NYM,S,,,0,0,2022,0.19,0.75,0.92,2.41,,,,0,6,Bot,,,,,543510,,,6.016302390091230,-136.90752334824100,-4.7201021473729,1.1845201243227000,28.246198066500900,-21.89358357649070,3.51,1.65,226,75.5,27,94.9,2501,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.87,,,,,,,,42,1,Slider,2,2,2,2,2,2,2,2,Standard,Standard,201,0,-0.034
1,SL,2022-08-18,93.2,-1.35,5.75,"deGrom, Jacob",660670,594798,field_out,hit_into_play,,,,,8,"Ronald Acuna Jr.  grounds out, third baseman Brett Baty to first baseman Darin Ruf.",R,R,R,ATL,NYM,X,5,ground_ball,2,1,2022,0.01,0.29,0.12,1.77,,,,2,5,Bot,102.79,169.24,,,543510,,,3.761971572655250,-135.78299936619300,-5.1937955168284200,-0.5707696604706920,27.096824330835300,-27.73671180992240,3.53,1.62,3,87.3,-30,94.3,2531,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.84,0.054,0.049,0,1,0,0,2,38,4,Slider,2,2,2,2,2,2,2,2,Standard,Standard,179,-0.014,-0.114
1,SL,2022-08-18,92.7,-1.63,5.69,"deGrom, Jacob",543257,594798,,swinging_strike,,,,,14,Robbie Grossman strikes out swinging.,R,L,R,ATL,NYM,S,,,1,1,2022,0.39,0.18,0.58,1.01,,,,1,5,Bot,,,,,543510,,,4.834504884429260,-134.84736264658500,-6.6350245498540700,3.7176060894956700,28.149834404184700,-28.717081388405700,3.05,1.42,,,,93.6,2545,6.8,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.72,,,,,,,,37,3,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard,169,0,-0.036
0,SL,2022-08-18,92.2,-1.53,5.7,"deGrom, Jacob",543257,594798,,ball,,,,,14,Robbie Grossman strikes out swinging.,R,L,R,ATL,NYM,B,,,0,1,2022,0.3,0.39,1.52,0.15,,,,1,5,Bot,,,,,543510,,,7.135629810499720,-134.05473383186200,-9.260661365171570,2.2620405890888600,25.653746784504500,-25.75069987026730,3.12,1.52,,,,93.2,2527,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.84,,,,,,,,37,2,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard,198,0,0.016
1,SL,2022-08-18,92.3,-1.48,5.73,"deGrom, Jacob",671739,594798,strikeout,swinging_strike,,,,,14,Michael Harris II strikes out swinging.,R,L,R,ATL,NYM,S,2,,0,2,2022,0.34,0.16,0.65,1.44,,,,0,5,Bot,,,,,543510,,,4.725095208441810,-134.43804717424200,-5.519549617385780,3.1810957345825900,27.63549607608100,-29.29453636542060,3.54,1.62,,,,93.1,2527,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.88,,,0,1,0,0,,36,3,Slider,2,2,2,2,2,2,2,2,Standard,Standard,171,-0.029,-0.141
1,SL,2022-08-18,95.1,-1.43,5.77,"deGrom, Jacob",687093,594798,field_out,hit_into_play,,,,,14,"Vaughn Grissom grounds out, shortstop Francisco Lindor to first baseman Darin Ruf.",R,R,R,ATL,NYM,X,6,ground_ball,1,2,2022,0.29,0.56,0.84,1.93,,,,2,4,Bot,120.97,153.49,,,543510,,,5.305049674655480,-138.47360819543200,-5.776850629660800,2.7506424970221500,27.816599565582400,-23.985435451383100,3.49,1.6,7,66.7,-15,96,2520,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.94,0.04,0.036,0,1,0,0,2,30,4,Slider,2,0,2,0,0,2,2,0,Standard,Standard,200,-0.007,-0.07
1,SL,2022-08-18,94.2,-1.52,5.74,"deGrom, Jacob",663586,594798,single,hit_into_play,,,,,9,Austin Riley singles on a line drive to center fielder Brandon Nimmo.   Dansby Swanson scores.,R,R,R,ATL,NYM,X,8,line_drive,2,2,2022,0.44,0.21,0.45,1.8,,621020,,2,3,Bot,113.95,85.87,,,543510,,,4.154262440514530,-137.07477844067600,-5.036937564345320,4.701475753199600,29.74762249757130,-28.670096412988400,3.48,1.61,170,99.6,10,95.1,2433,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.76,0.766,0.709,0.9,1,1,0,4,23,6,Slider,1,0,1,0,0,2,2,0,Standard,Standard,169,0.094,0.795
1,SL,2022-08-18,94.1,-1.49,5.76,"deGrom, Jacob",663586,594798,,foul,,,,,8,Austin Riley singles on a line drive to center fielder Brandon Nimmo.   Dansby Swanson scores.,R,R,R,ATL,NYM,S,,,1,1,2022,0.37,0.33,0.01,2.06,,621020,,2,3,Bot,,,,,543510,,,3.1173118665608800,-137.17644263341800,-4.741846223845100,4.082041657304250,27.183211913957400,-27.161187883865100,3.48,1.61,7,89.7,-17,95.4,2567,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.79,,,,,,,,23,3,Slider,1,0,1,0,0,1,1,0,Standard,Standard,162,0,-0.067
0,SL,2022-08-18,94.2,-1.45,5.74,"deGrom, Jacob",621020,594798,double,hit_into_play,,,,,4,Dansby Swanson doubles (26) on a sharp line drive to center fielder Brandon Nimmo.   Robbie Grossman scores.,R,R,R,ATL,NYM,X,8,line_drive,0,2,2022,0.15,0.52,-0.65,2.23,,,543257,2,3,Bot,93.09,74.11,,,543510,,,1.7364028185182100,-137.21487711197700,-4.6423927572277400,1.5882721955969700,27.350804353480400,-24.805426968952300,3.51,1.65,358,105.7,17,95.3,2531,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.85,0.551,0.639,1.25,1,1,1,5,22,3,Slider,0,0,0,0,0,1,1,0,Standard,Standard,196,0.134,0.865
0,SL,2022-08-18,94,-1.38,5.74,"deGrom, Jacob",621020,594798,,foul,,,,,6,Dansby Swanson doubles (26) on a sharp line drive to center fielder Brandon Nimmo.   Robbie Grossman scores.,R,R,R,ATL,NYM,S,,,0,0,2022,0.37,0.43,0.53,2.43,,,543257,2,3,Bot,,,,,543510,,,4.181465209413220,-136.91100560665000,-3.886319031994190,3.7819261188099300,27.80031173120800,-26.189017222203700,3.51,1.65,137,80.1,10,94.9,2517,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.9,,,,,,,,22,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,198,0,-0.035
1,SL,2022-08-18,93.6,-1.48,5.65,"deGrom, Jacob",660670,594798,,blocked_ball,,,,,14,Ronald Acuna Jr.  lines out sharply to left fielder Mark Canha.,R,R,R,ATL,NYM,B,,,0,2,2022,0.23,0.42,0.14,0.74,,,543257,1,3,Bot,,,,,543510,,,3.705151070900950,-136.22688758497500,-7.94554202857585,2.171396641375980,27.63448243865830,-25.46076483538680,3.47,1.55,,,,94.4,2489,6.6,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.92,,,,,,,,21,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,207,0,0.03
0,SL,2022-08-18,93.3,-1.43,5.77,"deGrom, Jacob",543257,594798,single,hit_into_play,,,,,14,Robbie Grossman singles on a line drive to right fielder Starling Marte.,R,L,R,ATL,NYM,X,9,line_drive,1,2,2022,0.36,0.35,0.22,1.15,,,,1,3,Bot,173.71,82.69,,,543510,,,3.4694285909297700,-135.79625947081500,-6.982377126277110,3.8518422998246300,26.050930395691400,-26.614290295287200,3.05,1.42,242,91.4,15,94.2,2527,6.5,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.95,0.92,0.895,0.9,1,1,0,4,20,4,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,189,0.028,0.306
0,SL,2022-08-18,93.2,-1.57,5.76,"deGrom, Jacob",543257,594798,,called_strike,,,,,5,Robbie Grossman singles on a line drive to right fielder Starling Marte.,R,L,R,ATL,NYM,S,,,1,0,2022,0.39,0.26,-0.24,2.52,,,,1,3,Bot,,,,,543510,,,2.5652223913824000,-135.79861561928800,-3.211567756191340,4.310261085997600,27.68432971333240,-28.436631581507300,3.1,1.39,,,,94,2522,6.5,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.95,,,,,,,,20,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,160,0,-0.031
1,SL,2022-08-18,93.5,-1.36,5.79,"deGrom, Jacob",671739,594798,strikeout,swinging_strike_blocked,,,,,14,Michael Harris II strikes out swinging.,R,L,R,ATL,NYM,S,2,,2,2,2022,0.38,0.19,1.93,0.73,,,,0,3,Bot,,,,,543510,,,7.692887584613690,-135.89497830853000,-7.751724075535750,3.02118589373049,29.387416075703800,-28.265301077831900,3.54,1.62,,,,94.2,2699,6.7,661493,594798,543510,573131,643446,683146,596019,592192,607043,516782,53.78,,,0,1,0,0,,19,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,171,-0.025,-0.195
